50,Diglett,1,Ground,,Sand Veil,Arena Trap,Sand Force,265,2
50,Alolan Diglett,1,Ground,Steel,Sand Veil,Tangling Hair,Sand Force,265,2
51,Dugtrio,1,Ground,,Sand Veil,Arena Trap,Sand Force,425,2
51,Alolan Dugtrio,1,Ground,Steel,Sand Veil,Tangling Hair,Sand Force,425,2
52,Meowth,1,Normal,,Pickup,Technician,Unnerve,290,2
52,Alolan Meowth,1,Dark,,Pickup,Technician,Rattled,290,2
52,Galarian Meowth,1,Steel,,Pickup,Tough Claws,Unnerve,290,2
53,Persian,1,Normal,,Limber,Technician,Unnerve,440,2
53,Alolan Persian,1,Dark,,Fur Coat,Technician,Rattled,440,2
54,Psyduck,1,Water,,Damp,Cloud Nine,Swift Swim,320,2
55,Golduck,1,Water,,Damp,Cloud Nine,Swift Swim,500,2
56,Mankey,1,Fighting,,Vital Spirit,Anger Point,Defiant,305,2
57,Primeape,1,Fighting,,Vital Spirit,Anger Point,Defiant,455,2
58,Growlithe,1,Fire,,Intimidate,Flash Fire,Justified,350,2
59,Arcanine,1,Fire,,Intimidate,Flash Fire,Justified,555,2
60,Poliwag,1,Water,,Water Absorb,Damp,Swift Swim,300,3
61,Poliwhirl,1,Water,,Water Absorb,Damp,Swift Swim,385,3
62,Poliwrath,1,Water,Fighting,Water Absorb,Damp,Swift Swim,510,3
63,Abra,1,Psychic,,Synchronize,Inner Focus,Magic Guard,310,3
64,Kadabra,1,Psychic,,Synchronize,Inner Focus,Magic Guard,400,3
65,Alakazam,1,Psychic,,Synchronize,Inner Focus,Magic Guard,500,3
65,Mega Alakazam,1,Psychic,,Trace,,,600,3
66,Machop,1,Fighting,,Guts,No Guard,Steadfast,305,3
67,Machoke,1,Fighting,,Guts,No Guard,Steadfast,405,3
68,Machamp,1,Fighting,,Guts,No Guard,Steadfast,505,3
69,Bellsprout,1,Grass,Poison,Chlorophyll,,Gluttony,300,3
70,Weepinbell,1,Grass,Poison,Chlorophyll,,Gluttony,390,3
71,Victreebel,1,Grass,Poison,Chlorophyll,,Gluttony,490,3
72,Tentacool,1,Water,Poison,Clear Body,Liquid Ooze,Rain Dish,335,2
73,Tentacruel,1,Water,Poison,Clear Body,Liquid Ooze,Rain Dish,515,2
74,Geodude,1,Rock,Ground,Rock Head,Sturdy,Sand Veil,300,3
74,Alolan Geodude,1,Rock,Electric,Magnet Pull,Sturdy,Galvanize,300,3
75,Graveler,1,Rock,Ground,Rock Head,Sturdy,Sand Veil,390,3
75,Alolan Graveler,1,Rock,Electric,Magnet Pull,Sturdy,Galvanize,390,3
76,Golem,1,Rock,Ground,Rock Head,Sturdy,Sand Veil,495,3
76,Alolan Golem,1,Rock,Electric,Magnet Pull,Sturdy,Galvanize,495,3
77,Ponyta,1,Fire,,Run Away,Flash Fire,Flame Body,410,2
77,Galarian Ponyta,1,Psychic,,Run Away,Pastel Veil,Anticipation,410,2
78,Rapidash,1,Fire,,Run Away,Flash Fire,Flame Body,500,2
78,Galarian Rapidash,1,Psychic,Fairy,Run Away,Pastel Veil,Anticipation,500,2
79,Slowpoke,1,Water,Psychic,Oblivious,Own Tempo,Regenerator,315,2
80,Slowbro,1,Water,Psychic,Oblivious,Own Tempo,Regenerator,490,2
80,Mega Slowbro,1,Water,Psychic,Shell Armor,,,590,2
81,Magnemite,1,Electric,Steel,Magnet Pull,Sturdy,Analytic,325,3
82,Magneton,1,Electric,Steel,Magnet Pull,Sturdy,Analytic,465,3
83,Farfetch'd,1,Normal,Flying,Keen Eye,Inner Focus,Defiant,377,1
83,Galarian Farfetch'd,1,Fighting,,Steadfast,,Scrappy,377,2
84,Doduo,1,Normal,Flying,Run Away,Early Bird,Tangled Feet,310,2
85,Dodrio,1,Normal,Flying,Run Away,Early Bird,Tangled Feet,470,2
86,Seel,1,Water,,Thick Fat,Hydration,Ice Body,325,2
87,Dewgong,1,Water,Ice,Thick Fat,Hydration,Ice Body,475,2
88,Grimer,1,Poison,,Stench,Sticky Hold,Poison Touch,325,2
88,Alolan Grimer,1,Poison,Dark,Poison Touch,Gluttony,Power of Alchemy,325,2
89,Muk,1,Poison,,Stench,Sticky Hold,Poison Touch,500,2
89,Alolan Muk,1,Poison,Dark,Poison Touch,Gluttony,Power of Alchemy,500,2
90,Shellder,1,Water,,Shell Armor,Skill Link,Overcoat,305,2
91,Cloyster,1,Water,Ice,Shell Armor,Skill Link,Overcoat,525,2
92,Gastly,1,Ghost,Poison,Levitate,,,310,3
93,Haunter,1,Ghost,Poison,Levitate,,,405,3
94,Gengar,1,Ghost,Poison,Cursed Body,,,500,3
94,Mega Gengar,1,Ghost,Poison,Shadow Tag,,,600,3
95,Onix,1,Rock,Ground,Rock Head,Sturdy,Weak Armor,385,2
96,Drowzee,1,Psychic,,Insomnia,Forewarn,Inner Focus,328,2
97,Hypno,1,Psychic,,Insomnia,Forewarn,Inner Focus,483,2
98,Krabby,1,Water,,Hyper Cutter,Shell Armor,Sheer Force,325,2
99,Kingler,1,Water,,Hyper Cutter,Shell Armor,Sheer Force,475,2
100,Voltorb,1,Electric,,Soundproof,Static,Aftermath,330,2
101,Electrode,1,Electric,,Soundproof,Static,Aftermath,490,2
102,Exeggcute,1,Grass,Psychic,Chlorophyll,,Harvest,325,2
103,Exeggutor,1,Grass,Psychic,Chlorophyll,,Harvest,530,2
103,Alolan Exeggutor,1,Grass,Dragon,Frisk,,Harvest,530,2
104,Cubone,1,Ground,,Rock Head,Lightning Rod,Battle Armor,320,2
105,Marowak,1,Ground,,Rock Head,Lightning Rod,Battle Armor,425,2
105,Alolan Marowak,1,Fire,Ghost,Cursed Body,Lightning Rod,Rock Head,425,2
106,Hitmonlee,1,Fighting,,Limber,Reckless,Unburden,455,2
107,Hitmonchan,1,Fighting,,Keen Eye,Iron Fist,Inner Focus,455,2
108,Lickitung,1,Normal,,Own Tempo,Oblivious,Cloud Nine,385,2
109,Koffing,1,Poison,,Levitate,Neutralizing Gas,Stench,340,2
110,Weezing,1,Poison,,Levitate,Neutralizing Gas,Stench,490,2
110,Galarian Weezing,1,Poison,Fairy,Levitate,Neutralizing Gas,Misty Surge,490,2
111,Rhyhorn,1,Ground,Rock,Lightning Rod,Rock Head,Reckless,345,3
112,Rhydon,1,Ground,Rock,Lightning Rod,Rock Head,Reckless,485,3
113,Chansey,1,Normal,,Natural Cure,Serene Grace,Healer,450,3
114,Tangela,1,Grass,,Chlorophyll,Leaf Guard,Regenerator,435,2
115,Kangaskhan,1,Normal,,Early Bird,Scrappy,Inner Focus,490,1
115,Mega Kangaskhan,1,Normal,,Parental Bond,,,590,1
116,Horsea,1,Water,,Swift Swim,Sniper,Damp,295,3
117,Seadra,1,Water,,Poison Point,Sniper,Damp,440,3
118,Goldeen,1,Water,,Swift Swim,Water Veil,Lightning Rod,320,2
119,Seaking,1,Water,,Swift Swim,Water Veil,Lightning Rod,450,2
120,Staryu,1,Water,,Illuminate,Natural Cure,Analytic,340,2
121,Starmie,1,Water,Psychic,Illuminate,Natural Cure,Analytic,520,2
122,Mr. Mime,1,Psychic,Fairy,Soundproof,Filter,Technician,460,2
122,Galarian Mr. Mime,1,Psychic,Ice,Vital Spirit,Screen Cleaner,Ice Body,460,3
123,Scyther,1,Bug,Flying,Swarm,Technician,Steadfast,500,2
124,Jynx,1,Ice,Psychic,Oblivious,Forewarn,Dry Skin,455,2
125,Electabuzz,1,Electric,,Static,,Vital Spirit,490,3
126,Magmar,1,Fire,,Flame Body,,Vital Spirit,495,3
127,Pinsir,1,Bug,,Hyper Cutter,Mold Breaker,Moxie,500,1
127,Mega Pinsir,1,Bug,Flying,Aerilate,,,600,1
128,Tauros,1,Normal,,Intimidate,Anger Point,Sheer Force,490,1
129,Magikarp,1,Water,,Swift Swim,,Rattled,200,2
130,Gyarados,1,Water,Flying,Intimidate,,Moxie,540,2
130,Mega Gyarados,1,Water,Dark,Mold Breaker,,,640,2
131,Lapras,1,Water,Ice,Water Absorb,Shell Armor,Hydration,535,1
132,Ditto,1,Normal,,Limber,,Imposter,288,1
133,Eevee,1,Normal,,Run Away,Adaptability,Anticipation,325,2
133,Partner Eevee,1,Normal,,,,Anticipation,435,2
134,Vaporeon,1,Water,,Water Absorb,,Hydration,525,2
135,Jolteon,1,Electric,,Volt Absorb,,Quick Feet,525,2
136,Flareon,1,Fire,,Flash Fire,,Guts,525,2
137,Porygon,1,Normal,,Trace,Download,Analytic,395,3
138,Omanyte,1,Rock,Water,Swift Swim,Shell Armor,Weak Armor,355,2
139,Omastar,1,Rock,Water,Swift Swim,Shell Armor,Weak Armor,495,2
140,Kabuto,1,Rock,Water,Swift Swim,Battle Armor,Weak Armor,355,2
141,Kabutops,1,Rock,Water,Swift Swim,Battle Armor,Weak Armor,495,2
142,Aerodactyl,1,Rock,Flying,Rock Head,Pressure,Unnerve,515,1
142,Mega Aerodactyl,1,Rock,Flying,Tough Claws,,,615,1
143,Snorlax,1,Normal,,Immunity,Thick Fat,Gluttony,540,2
144,Articuno,1,Ice,Flying,Pressure,,Snow Cloak,580,1
145,Zapdos,1,Electric,Flying,Pressure,,Static,580,1
146,Moltres,1,Fire,Flying,Pressure,,Flame Body,580,1
147,Dratini,1,Dragon,,Shed Skin,,Marvel Scale,300,3
148,Dragonair,1,Dragon,,Shed Skin,,Marvel Scale,420,3
149,Dragonite,1,Dragon,Flying,Inner Focus,,Multiscale,600,3
150,Mewtwo,1,Psychic,,Pressure,,Unnerve,680,1
150,Mega Mewtwo X,1,Psychic,Fighting,Steadfast,,,780,1
150,Mega Mewtwo Y,1,Psychic,,Insomnia,,,780,1
151,Mew,1,Psychic,,Synchronize,,,600,1
152,Chikorita,2,Grass,,Overgrow,,Leaf Guard,318
153,Bayleef,2,Grass,,Overgrow,,Leaf Guard,405
154,Meganium,2,Grass,,Overgrow,,Leaf Guard,525
155,Cyndaquil,2,Fire,,Blaze,,Flash Fire,309
156,Quilava,2,Fire,,Blaze,,Flash Fire,405
157,Typhlosion,2,Fire,,Blaze,,Flash Fire,534
158,Totodile,2,Water,,Torrent,,Sheer Force,314
159,Croconaw,2,Water,,Torrent,,Sheer Force,405
160,Feraligatr,2,Water,,Torrent,,Sheer Force,530
161,Sentret,2,Normal,,Run Away,Keen Eye,Frisk,215
162,Furret,2,Normal,,Run Away,Keen Eye,Frisk,415
163,Hoothoot,2,Normal,Flying,Insomnia,Keen Eye,Tinted Lens,262
164,Noctowl,2,Normal,Flying,Insomnia,Keen Eye,Tinted Lens,452
165,Ledyba,2,Bug,Flying,Swarm,Early Bird,Rattled,265
166,Ledian,2,Bug,Flying,Swarm,Early Bird,Iron Fist,390
167,Spinarak,2,Bug,Poison,Swarm,Insomnia,Sniper,250
168,Ariados,2,Bug,Poison,Swarm,Insomnia,Sniper,400
169,Crobat,2,Poison,Flying,Inner Focus,,Infiltrator,535
170,Chinchou,2,Water,Electric,Volt Absorb,Illuminate,Water Absorb,330
171,Lanturn,2,Water,Electric,Volt Absorb,Illuminate,Water Absorb,460
172,Pichu,2,Electric,,Static,,Lightning Rod,205
173,Cleffa,2,Fairy,,Cute Charm,Magic Guard,Friend Guard,218
174,Igglybuff,2,Normal,Fairy,Cute Charm,Competitive,Friend Guard,210
175,Togepi,2,Fairy,,Hustle,Serene Grace,Super Luck,245
176,Togetic,2,Fairy,Flying,Hustle,Serene Grace,Super Luck,405
177,Natu,2,Psychic,Flying,Synchronize,Early Bird,Magic Bounce,320
178,Xatu,2,Psychic,Flying,Synchronize,Early Bird,Magic Bounce,470
179,Mareep,2,Electric,,Static,,Plus,280
180,Flaaffy,2,Electric,,Static,,Plus,365
181,Ampharos,2,Electric,,Static,,Plus,510
181,Mega Ampharos,2,Electric,Dragon,Mold Breaker,,,610
182,Bellossom,2,Grass,,Chlorophyll,,Healer,490
183,Marill,2,Water,Fairy,Thick Fat,Huge Power,Sap Sipper,250
184,Azumarill,2,Water,Fairy,Thick Fat,Huge Power,Sap Sipper,420
185,Sudowoodo,2,Rock,,Sturdy,Rock Head,Rattled,410
186,Politoed,2,Water,,Water Absorb,Damp,Drizzle,500
187,Hoppip,2,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,250
188,Skiploom,2,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,340
189,Jumpluff,2,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,460
190,Aipom,2,Normal,,Run Away,Pickup,Skill Link,360
191,Sunkern,2,Grass,,Chlorophyll,Solar Power,Early Bird,180
192,Sunflora,2,Grass,,Chlorophyll,Solar Power,Early Bird,425
193,Yanma,2,Bug,Flying,Speed Boost,Compound Eyes,Frisk,390
194,Wooper,2,Water,Ground,Damp,Water Absorb,Unaware,210
195,Quagsire,2,Water,Ground,Damp,Water Absorb,Unaware,430
196,Espeon,2,Psychic,,Synchronize,,Magic Bounce,525
197,Umbreon,2,Dark,,Synchronize,,Inner Focus,525
198,Murkrow,2,Water,Psychic,Oblivious,Own Tempo,Regenerator,490
199,Slowking,2,2.0,79.5,Regenerator,490.0,95.0,75
200,Misdreavus,2,Ghost,,Levitate,,,435
201,Unown,2,Psychic,,Levitate,,,336
202,Wobbuffet,2,Psychic,,Shadow Tag,,Telepathy,405
203,Girafarig,2,Normal,Psychic,Inner Focus,Early Bird,Sap Sipper,455
204,Pineco,2,Bug,,Sturdy,,Overcoat,290
205,Forretress,2,Bug,Steel,Sturdy,,Overcoat,465
206,Dunsparce,2,Normal,,Serene Grace,Run Away,Rattled,415
207,Gligar,2,Ground,Flying,Hyper Cutter,Sand Veil,Immunity,430
208,Steelix,2,Steel,Ground,Rock Head,Sturdy,Sheer Force,510
208,Mega Steelix,2,Steel,Ground,Sand Force,,,610
209,Snubbull,2,Fairy,,Intimidate,Run Away,Rattled,300
210,Granbull,2,Fairy,,Intimidate,Quick Feet,Rattled,450
211,Qwilfish,2,Water,Poison,Poison Point,Swift Swim,Intimidate,440
212,Scizor,2,Bug,Steel,Swarm,Technician,Light Metal,500
212,Mega Scizor,2,Bug,Steel,Technician,,,600
213,Shuckle,2,Bug,Rock,Sturdy,Gluttony,Contrary,505
214,Heracross,2,Bug,Fighting,Swarm,Guts,Moxie,500
214,Mega Heracross,2,Bug,Fighting,Skill Link,,,600
215,Sneasel,2,Dark,Ice,Inner Focus,Keen Eye,Pickpocket,430
216,Teddiursa,2,Normal,,Pickup,Quick Feet,Honey Gather,330
217,Ursaring,2,Normal,,Guts,Quick Feet,Unnerve,500
218,Slugma,2,Fire,,Magma Armor,Flame Body,Weak Armor,250
219,Magcargo,2,Fire,Rock,Magma Armor,Flame Body,Weak Armor,430
220,Swinub,2,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,250
221,Piloswine,2,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,450
222,Corsola,2,Water,Rock,Hustle,Natural Cure,Regenerator,410
222,Galarian Corsola,2,Ghost,,Weak Armor,,Cursed Body,410
223,Remoraid,2,Water,,Hustle,Sniper,Moody,300
224,Octillery,2,Water,,Suction Cups,Sniper,Moody,480
225,Delibird,2,Ice,Flying,Vital Spirit,Hustle,Insomnia,330
226,Mantine,2,Water,Flying,Swift Swim,Water Absorb,Water Veil,485
227,Skarmory,2,Steel,Flying,Keen Eye,Sturdy,Weak Armor,465
228,Houndour,2,Dark,Fire,Early Bird,Flash Fire,Unnerve,330
229,Houndoom,2,Dark,Fire,Early Bird,Flash Fire,Unnerve,500
229,Mega Houndoom,2,Dark,Fire,Solar Power,,,600
230,Kingdra,2,Water,Dragon,Swift Swim,Sniper,Damp,540
231,Phanpy,2,Ground,,Pickup,,Sand Veil,330
232,Donphan,2,Ground,,Sturdy,,Sand Veil,500
233,Porygon2,2,Normal,,Trace,Download,Analytic,515
234,Stantler,2,Normal,,Intimidate,Frisk,Sap Sipper,465
235,Smeargle,2,Normal,,Own Tempo,Technician,Moody,250
236,Tyrogue,2,Fighting,,Guts,Steadfast,Vital Spirit,210
237,Hitmontop,2,Fighting,,Intimidate,Technician,Steadfast,455
238,Smoochum,2,Ice,Psychic,Oblivious,Forewarn,Hydration,305
239,Elekid,2,Electric,,Static,,Vital Spirit,360
240,Magby,2,Fire,,Flame Body,,Vital Spirit,365
241,Miltank,2,Normal,,Thick Fat,Scrappy,Sap Sipper,490
242,Blissey,2,Normal,,Natural Cure,Serene Grace,Healer,540
243,Raikou,2,Electric,,Pressure,,Inner Focus,580
244,Entei,2,Fire,,Pressure,,Inner Focus,580
245,Suicune,2,Water,,Pressure,,Inner Focus,580
246,Larvitar,2,Rock,Ground,Guts,,Sand Veil,300
247,Pupitar,2,Rock,Ground,Shed Skin,,,410
248,Tyranitar,2,Rock,Dark,Sand Stream,,Unnerve,600
248,Mega Tyranitar,2,Rock,Dark,Sand Stream,,,700
249,Lugia,2,Psychic,Flying,Pressure,,Multiscale,680
250,Ho-oh,2,Fire,Flying,Pressure,,Regenerator,680
251,Celebi,2,Psychic,Grass,Natural Cure,,,600
252,Treecko,3,Grass,,Overgrow,,Unburden,310
253,Grovyle,3,Grass,,Overgrow,,Unburden,405
254,Sceptile,3,Grass,,Overgrow,,Unburden,530
254,Mega Sceptile,3,Grass,Dragon,Lightning Rod,,,630
255,Torchic,3,Fire,,Blaze,,Speed Boost,310
256,Combusken,3,Fire,Fighting,Blaze,,Speed Boost,405
257,Blaziken,3,Fire,Fighting,Blaze,,Speed Boost,530
257,Mega Blaziken,3,Fire,Fighting,Speed Boost,,,630
258,Mudkip,3,Water,,Torrent,,Damp,310
259,Marshtomp,3,Water,Ground,Torrent,,Damp,405
260,Swampert,3,Water,Ground,Torrent,,Damp,535
260,Mega Swampert,3,Water,Ground,Swift Swim,,,635
261,Poochyena,3,Dark,,Run Away,Quick Feet,Rattled,220
262,Mightyena,3,Dark,,Intimidate,Quick Feet,Moxie,420
263,Zigzagoon,3,Normal,,Pickup,Gluttony,Quick Feet,240
263,Galarian Zigzagoon,3,Dark,Normal,Pickup,Gluttony,Quick Feet,240
264,Linoone,3,Normal,,Pickup,Gluttony,Quick Feet,420
264,Galarian Linoone,3,Dark,Normal,Pickup,Gluttony,Quick Feet,420
265,Wurmple,3,Bug,,Shield Dust,,Run Away,195
266,Silcoon,3,Bug,,Shed Skin,,,205
267,Beautifly,3,Bug,Flying,Swarm,,Rivalry,395
268,Cascoon,3,Bug,,Shed Skin,,,205
269,Dustox,3,Bug,Poison,Shield Dust,,Compound Eyes,385
270,Lotad,3,Water,Grass,Swift Swim,Rain Dish,Own Tempo,220
271,Lombre,3,Water,Grass,Swift Swim,Rain Dish,Own Tempo,340
272,Ludicolo,3,Water,Grass,Swift Swim,Rain Dish,Own Tempo,480
273,Seedot,3,Grass,,Chlorophyll,Early Bird,Pickpocket,220
274,Nuzleaf,3,Grass,Dark,Chlorophyll,Early Bird,Pickpocket,340
275,Shiftry,3,Grass,Dark,Chlorophyll,Early Bird,Pickpocket,480
276,Taillow,3,Normal,Flying,Guts,,Scrappy,270
277,Swellow,3,Normal,Flying,Guts,,Scrappy,455
278,Wingull,3,Water,Flying,Keen Eye,Hydration,Rain Dish,270
279,Pelipper,3,Water,Flying,Keen Eye,Drizzle,Rain Dish,440
280,Ralts,3,Psychic,Fairy,Synchronize,Trace,Telepathy,198
281,Kirlia,3,Psychic,Fairy,Synchronize,Trace,Telepathy,278
282,Gardevoir,3,Psychic,Fairy,Synchronize,Trace,Telepathy,518
282,Mega Gardevoir,3,Psychic,Fairy,Pixilate,,,618
283,Surskit,3,Bug,Water,Swift Swim,,Rain Dish,269
284,Masquerain,3,Bug,Flying,Intimidate,,Unnerve,454
285,Shroomish,3,Grass,,Effect Spore,Poison Heal,Quick Feet,295
286,Breloom,3,Grass,Fighting,Effect Spore,Poison Heal,Technician,460
287,Slakoth,3,Normal,,Truant,,,280
288,Vigoroth,3,Normal,,Vital Spirit,,,440
289,Slaking,3,Normal,,Truant,,,670
290,Nincada,3,Bug,Ground,Compound Eyes,,Run Away,266
291,Ninjask,3,Bug,Flying,Speed Boost,,Infiltrator,456
292,Shedinja,3,Bug,Ghost,Wonder Guard,,,236
293,Whismur,3,Normal,,Soundproof,,Rattled,240
294,Loudred,3,Normal,,Soundproof,,Scrappy,360
295,Exploud,3,Normal,,Soundproof,,Scrappy,490
296,Makuhita,3,Fighting,,Thick Fat,Guts,Sheer Force,237
297,Hariyama,3,Fighting,,Thick Fat,Guts,Sheer Force,474
298,Azurill,3,Normal,Fairy,Thick Fat,Huge Power,Sap Sipper,190
299,Nosepass,3,Rock,,Sturdy,Magnet Pull,Sand Force,375
300,Skitty,3,Normal,,Cute Charm,Normalize,Wonder Skin,260
301,Delcatty,3,Normal,,Cute Charm,Normalize,Wonder Skin,400
302,Sableye,3,Dark,Ghost,Keen Eye,Stall,Prankster,380
302,Mega Sableye,3,Dark,Ghost,Magic Bounce,,,480
303,Mawile,3,Steel,Fairy,Hyper Cutter,Intimidate,Sheer Force,380
303,Mega Mawile,3,Steel,Fairy,Huge Power,,,480
304,Aron,3,Steel,Rock,Sturdy,Rock Head,Heavy Metal,330
305,Lairon,3,Steel,Rock,Sturdy,Rock Head,Heavy Metal,430
306,Aggron,3,Steel,Rock,Sturdy,Rock Head,Heavy Metal,530
306,Mega Aggron,3,Steel,,Filter,,,630
307,Meditite,3,Fighting,Psychic,Pure Power,,Telepathy,280
308,Medicham,3,Fighting,Psychic,Pure Power,,Telepathy,410
308,Mega Medicham,3,Fighting,Psychic,Pure Power,,,510
309,Electrike,3,Electric,,Static,Lightning Rod,Minus,295
310,Manectric,3,Electric,,Static,Lightning Rod,Minus,475
310,Mega Manectric,3,Electric,,Intimidate,,,575
311,Plusle,3,Electric,,Plus,,Lightning Rod,405
312,Minun,3,Electric,,Minus,,Volt Absorb,405
313,Volbeat,3,Bug,,Illuminate,Swarm,Prankster,430
314,Illumise,3,Bug,,Oblivious,Tinted Lens,Prankster,430
315,Roselia,3,Grass,Poison,Natural Cure,Poison Point,Leaf Guard,400
316,Gulpin,3,Poison,,Liquid Ooze,Sticky Hold,Gluttony,302
317,Swalot,3,Poison,,Liquid Ooze,Sticky Hold,Gluttony,467
318,Carvanha,3,Water,Dark,Rough Skin,,Speed Boost,305
319,Sharpedo,3,Water,Dark,Rough Skin,,Speed Boost,460
319,Mega Sharpedo,3,Water,Dark,Strong Jaw,,,560
320,Wailmer,3,Water,,Water Veil,Oblivious,Pressure,400
321,Wailord,3,Water,,Water Veil,Oblivious,Pressure,500
322,Numel,3,Fire,Ground,Oblivious,Simple,Own Tempo,305
323,Camerupt,3,Fire,Ground,Magma Armor,Solid Rock,Anger Point,460
323,Mega Camerupt,3,Fire,Ground,Sheer Force,,,560
324,Torkoal,3,Fire,,White Smoke,Drought,Shell Armor,470
325,Spoink,3,Psychic,,Thick Fat,Own Tempo,Gluttony,330
326,Grumpig,3,Psychic,,Thick Fat,Own Tempo,Gluttony,470
327,Spinda,3,Normal,,Own Tempo,Tangled Feet,Contrary,360
328,Trapinch,3,Ground,,Hyper Cutter,Arena Trap,Sheer Force,290
329,Vibrava,3,Ground,Dragon,Levitate,,,340
330,Flygon,3,Ground,Dragon,Levitate,,,520
331,Cacnea,3,Grass,,Sand Veil,,Water Absorb,335
